,Filename,Sorted
0,2009-12-01-18-36-33_L5_rgb.jpg,good
1,2017-10-11-18-52-32_L8_rgb.jpg,bad
2,2014-02-05-18-53-15_L8_rgb.jpg,good
3,2003-10-14-18-23-57_L5_rgb.jpg,good
4,2013-12-12-18-47-38_L8_rgb.jpg,good
5,2003-11-22-18-30-41_L5_rgb.jpg,bad
6,2015-08-12-18-45-45_L8_rgb.jpg,good
7,2005-10-19-18-34-07_L5_rgb.jpg,good
8,2004-04-07-18-25-32_L5_rgb.jpg,bad
9,2014-03-18-18-46-32_L8_rgb.jpg,good
10,2014-06-13-18-51-57_L8_rgb.jpg,good
11,2008-07-23-18-32-39_L5_rgb.jpg,good
12,2005-04-01-18-39-20_L5_rgb.jpg,good
13,2016-12-11-18-52-32_L8_rgb.jpg,bad
14,2003-12-08-18-30-46_L5_rgb.jpg,bad
15,2009-05-07-18-33-41_L5_rgb.jpg,good
16,2011-02-06-18-36-02_L5_rgb.jpg,good
17,2008-08-31-18-37-44_L5_rgb.jpg,bad
18,2001-10-24-18-25-53_L5_rgb.jpg,good
19,2003-06-15-18-28-03_L5_rgb.jpg,good
20,2015-04-29-18-51-30_L8_rgb.jpg,good
21,2011-01-05-18-36-00_L5_rgb.jpg,good
22,2013-09-07-18-48-06_L8_rgb.jpg,good
23,2003-03-27-18-26-20_L5_rgb.jpg,good
24,2010-08-30-18-36-21_L5_rgb.jpg,good
25,2015-05-08-18-45-09_L8_rgb.jpg,good
26,2014-04-19-18-45-59_L8_rgb.jpg,good
27,2020-06-06-18-45-38_L8_rgb.jpg,good
28,2002-01-12-18-25-08_L5_rgb.jpg,bad
29,2017-01-05-18-46-16_L8_rgb.jpg,good
30,2018-09-12-18-51-52_L8_rgb.jpg,bad
31,2016-05-01-18-51-52_L8_rgb.jpg,bad
32,2008-03-17-18-36-02_L5_rgb.jpg,good
33,2020-10-28-18-46-24_L8_rgb.jpg,good
34,2015-03-28-18-51-43_L8_rgb.jpg,good
35,2020-02-15-18-46-06_L8_rgb.jpg,good
36,2018-11-15-18-52-11_L8_rgb.jpg,bad
37,2018-12-17-18-52-07_L8_rgb.jpg,bad
38,2010-06-02-18-42-56_L5_rgb.jpg,bad
39,2013-12-19-18-53-43_L8_rgb.jpg,good
40,2016-03-23-18-45-49_L8_rgb.jpg,good
41,2017-03-17-18-51-57_L8_rgb.jpg,good
42,2017-03-01-18-52-06_L8_rgb.jpg,good
43,2015-09-04-18-52-05_L8_rgb.jpg,good
44,2008-06-21-18-33-35_L5_rgb.jpg,bad
45,2020-12-22-18-52-35_L8_rgb.jpg,good
46,2014-07-24-18-45-57_L8_rgb.jpg,good
47,2010-10-08-18-42-16_L5_rgb.jpg,bad
48,2013-11-10-18-47-48_L8_rgb.jpg,bad
49,2021-09-29-18-46-25_L8_rgb.jpg,good
50,2011-02-13-18-42-13_L5_rgb.jpg,good
51,2005-04-17-18-39-23_L5_rgb.jpg,good
52,2015-12-25-18-52-23_L8_rgb.jpg,good
53,2019-04-17-18-45-31_L8_rgb.jpg,good
54,2017-12-07-18-46-13_L8_rgb.jpg,good
55,2014-10-03-18-52-26_L8_rgb.jpg,good
